user_id,reorder_ratio,unique_product_count,avg_order_hour,avg_order_dow,avg_days_since_prior_order,cluster
105655,0.2857142857142857,7,22.0,6.0,16.0,0
105676,0.0,3,13.0,0.0,0.0,4
105691,1.0,2,10.0,4.0,10.0,2
105696,0.75,4,16.0,6.0,30.0,0
105700,1.0,5,14.2,0.0,3.5,0
105706,0.3333333333333333,6,12.5,2.0,7.0,0
105713,0.0,1,19.0,3.0,30.0,3
105716,0.0,1,18.0,4.0,5.0,3
105745,0.0,2,15.0,2.0,30.0,4
105761,0.0,2,15.0,2.0,5.0,4
105762,0.0,1,8.0,6.0,30.0,3
105764,0.0,1,12.0,3.0,7.0,3
105768,0.0,2,10.0,0.0,15.0,4
105771,1.0,2,18.0,0.0,8.0,1
105802,0.0,1,20.0,3.0,0.0,3
105803,1.0,1,19.0,4.0,30.0,1
105831,1.0,2,16.0,0.0,11.0,1
105833,1.0,2,10.0,2.0,4.0,2
105887,0.5,4,14.25,5.0,13.5,0
105901,1.0,1,19.0,5.0,9.0,2
105910,1.0,2,12.0,3.0,18.0,2
105919,1.0,2,9.0,3.0,14.0,2
105920,0.0,2,20.0,2.0,7.0,3
105929,1.0,4,11.0,6.0,11.0,0
105954,0.0,1,19.0,3.0,0.0,3
105960,0.0,2,13.0,6.0,10.5,3
105967,1.0,1,14.0,0.0,7.0,1
105968,0.0,2,21.0,3.0,30.0,3
105974,1.0,1,14.0,1.0,17.0,1
105984,0.5,2,16.0,0.0,6.0,1
106006,0.3333333333333333,3,15.0,0.3333333333333333,5.5,4
106018,1.0,3,8.0,2.0,8.0,2
106022,0.0,1,16.0,4.0,2.0,3
106032,1.0,2,14.0,2.0,11.0,1
106061,0.5,2,17.0,0.0,18.0,1
106062,0.875,8,10.0,4.0,16.0,0
106071,0.0,1,5.0,5.0,30.0,3
106074,1.0,1,22.0,5.0,5.0,1
106081,1.0,2,14.0,4.0,11.0,2
106083,0.75,8,12.75,4.5,20.333333333333332,0
106088,1.0,3,16.333333333333332,3.6666666666666665,3.6666666666666665,2
106094,1.0,4,15.0,5.0,5.0,0
106105,0.0,1,12.0,0.0,0.0,4
106106,1.0,2,8.0,3.0,10.5,2
106107,1.0,2,22.0,0.0,7.0,1
106119,0.0,1,18.0,1.0,12.0,4
106131,0.4,5,12.8,1.8,5.666666666666667,0
106169,1.0,1,11.0,6.0,2.5,2
106176,1.0,1,12.0,0.0,10.0,2
106179,1.0,2,16.0,1.0,8.0,1
106184,0.0,1,15.0,1.0,25.0,4
106189,1.0,2,11.0,6.0,6.0,2
106196,1.0,1,16.0,4.0,4.0,2
106210,0.5,2,11.0,0.0,14.0,4
106223,1.0,1,19.0,1.0,8.0,1
106258,1.0,1,11.0,4.0,8.0,2
106272,1.0,3,14.333333333333334,1.0,2.5,1
106281,1.0,2,12.0,2.0,12.0,2
106283,0.0,1,19.0,6.0,30.0,3
106286,0.3333333333333333,3,14.0,6.0,7.0,3
106322,0.0,1,15.0,5.0,21.0,3
106355,0.3333333333333333,3,16.0,0.0,2.0,1
106356,0.0,2,19.0,1.0,0.0,4
106361,0.0,1,16.0,0.0,7.0,4
106369,0.0,1,20.0,4.0,26.0,3
106382,1.0,2,2.0,4.0,0.0,2
106417,1.0,1,13.0,0.0,30.0,2
106421,1.0,1,13.0,4.0,7.0,2
106427,0.4,5,8.0,1.0,15.0,0
106478,1.0,1,7.0,3.0,12.0,2
106483,0.6666666666666666,3,10.0,6.0,2.0,2
106487,0.6666666666666666,3,18.333333333333332,0.6666666666666666,9.0,1
106494,0.5,2,14.0,0.0,30.0,4
106519,1.0,1,12.0,1.0,7.0,2
106527,0.0,1,22.0,4.0,8.5,3
106538,0.25,4,14.0,5.0,2.0,0
106549,0.0,1,11.0,3.0,13.0,4
106566,1.0,1,9.0,6.0,30.0,2
106568,1.0,2,8.0,0.0,15.5,2
106570,0.0,1,10.0,0.0,5.0,4
106592,0.0,1,13.0,0.0,30.0,4
106593,1.0,1,14.0,0.0,3.0,1
106595,1.0,2,9.0,0.0,19.0,2
106599,1.0,1,14.0,6.0,30.0,2
106607,1.0,1,17.0,3.0,17.0,1
106618,1.0,2,14.333333333333334,1.3333333333333333,18.0,1
106623,0.0,1,15.0,0.0,3.0,4
106628,0.0,1,21.0,3.0,30.0,3
106649,0.0,5,23.0,1.0,0.0,0
106672,1.0,1,11.0,4.0,30.0,2
106685,1.0,1,10.0,0.0,2.0,2
106686,1.0,1,12.0,4.0,8.0,2
106774,0.0,1,18.0,3.0,10.0,3
106779,1.0,3,12.75,4.0,9.0,2
106780,1.0,1,22.0,2.0,20.0,1
106784,1.0,2,10.0,3.0,5.0,2
106795,1.0,1,10.0,6.0,14.0,2
106798,0.5,2,12.0,4.0,13.0,2
106804,1.0,1,23.0,4.0,5.0,1
106826,1.0,2,19.0,5.0,4.0,2
106838,0.6666666666666666,3,16.0,0.0,5.0,1
106852,0.5,2,9.0,5.0,7.0,2
106854,0.0,1,10.0,5.0,2.0,3
106869,0.5,2,15.0,1.0,5.5,1
106879,1.0,1,7.0,0.0,1.0,2
106892,0.0,2,12.0,0.0,0.0,4
106906,1.0,2,19.0,6.0,4.5,2
106929,1.0,1,17.0,0.0,8.0,1
106952,0.5,2,13.0,2.0,15.5,4
106961,0.3333333333333333,3,16.0,3.0,3.0,3
106965,1.0,2,9.0,3.0,1.0,2
106970,1.0,1,11.0,1.0,3.0,2
106974,0.0,1,8.0,3.0,5.0,4
106987,1.0,4,16.0,4.0,3.0,0
107000,1.0,1,9.0,5.0,5.0,2
107003,0.0,1,15.0,1.0,15.0,4
107016,1.0,1,12.0,2.0,3.0,2
107023,1.0,1,23.0,1.0,30.0,1
107024,1.0,2,14.0,2.0,4.333333333333333,1
107026,0.0,4,14.0,1.0,7.0,0
107061,1.0,4,17.0,1.0,8.0,0
107098,1.0,2,15.0,5.0,13.0,2
107115,1.0,1,14.0,0.0,14.0,1
107117,0.0,1,12.0,2.0,0.0,4
107125,0.5,4,12.0,5.0,30.0,0
107126,0.0,1,20.0,1.0,30.0,4
107134,0.75,8,12.0,6.0,18.0,0
107138,0.0,1,15.0,1.0,0.0,4
107141,0.0,1,15.0,4.0,27.0,3
107147,1.0,1,15.0,3.0,5.5,2
107154,1.0,1,23.0,4.0,4.0,1
107158,0.0,2,21.0,0.0,6.0,1
107166,1.0,1,7.0,6.0,3.0,2
107201,0.0,2,11.0,1.0,0.0,4
107247,0.0,1,15.0,4.0,6.0,3
107260,1.0,1,14.0,2.0,17.0,1
107273,1.0,1,21.0,6.0,6.0,2
107299,0.0,1,13.0,3.0,1.0,3
107323,0.5,2,9.0,5.0,18.0,2
107325,1.0,1,14.0,0.0,5.0,1
107327,0.0,1,14.0,0.0,2.0,4
107333,0.5,4,12.75,4.5,10.0,0
107393,0.0,3,13.0,2.0,30.0,4
107418,1.0,1,13.0,3.0,15.0,2
107421,1.0,1,9.0,5.0,11.0,2
107428,0.0,1,10.0,3.0,3.0,4
107430,1.0,1,8.0,1.0,6.0,2
107456,0.0,1,9.0,5.0,11.0,3
107480,0.0,1,23.0,6.0,30.0,3
107483,0.6666666666666666,3,14.0,5.0,2.0,2
107503,0.0,1,13.0,0.0,22.0,4
107517,1.0,1,14.0,2.0,6.0,1
107523,0.6,5,10.8,4.4,6.0,0
107565,0.0,1,14.0,3.0,11.5,3
107580,0.0,1,19.0,1.0,0.0,4
107581,0.75,4,8.0,3.0,9.0,0
107600,1.0,1,14.0,0.0,30.0,1
107608,1.0,1,17.0,0.0,3.0,1
107630,0.5,2,15.5,2.5,5.0,1
107637,1.0,1,19.0,5.0,4.0,2
107669,1.0,1,15.0,6.0,9.0,2
107670,0.3333333333333333,3,13.0,0.0,7.0,4
107682,0.0,1,10.0,0.0,1.0,4
107709,0.5,2,12.0,4.0,5.0,2
107731,1.0,2,8.0,6.0,6.0,2
107742,1.0,2,10.0,0.0,13.0,2
107745,0.75,4,9.0,1.0,13.0,0
107747,0.0,2,19.0,0.0,7.0,4
107751,0.0,2,19.0,5.0,30.0,3
107763,1.0,1,12.0,0.0,16.0,2
107774,0.0,1,12.0,0.0,3.0,4
107779,1.0,1,20.0,6.0,30.0,2
107795,1.0,1,9.0,5.0,7.0,2
107799,0.5,2,19.0,6.0,19.0,3
107801,0.5,2,18.0,0.0,5.0,1
107808,1.0,1,12.0,1.0,30.0,2
107817,1.0,1,20.0,4.0,30.0,1
107836,1.0,2,16.0,6.0,30.0,2
107845,0.0,1,13.0,3.0,17.0,3
107847,0.25,4,16.0,2.0,12.0,0
107851,0.0,1,17.0,2.0,15.0,4
107852,0.75,4,12.0,1.0,6.0,0
107857,0.0,1,15.0,1.0,8.0,4
107860,1.0,1,15.0,0.0,9.0,1
107867,0.42857142857142855,7,11.571428571428571,0.0,18.5,0
107873,0.0,2,18.0,4.0,30.0,3
107882,1.0,1,14.0,1.0,14.0,1
107884,0.5,2,17.0,5.0,15.5,3
107890,0.3333333333333333,3,12.0,1.0,0.0,4
107896,0.6666666666666666,3,12.0,0.0,13.0,4
107905,1.0,4,8.0,0.0,8.0,0
107911,0.0,1,16.0,0.0,5.0,4
107912,1.0,1,22.0,0.0,30.0,1
107922,0.0,1,13.0,0.0,0.0,4
107923,1.0,2,10.5,5.5,7.666666666666667,2
107925,0.0,1,10.0,3.0,5.0,4
107930,1.0,1,11.0,1.0,13.0,2
107932,1.0,1,12.0,1.0,23.0,2
107943,0.0,1,15.0,2.0,8.0,4
107946,0.0,2,13.0,6.0,26.0,3
107951,0.0,2,12.5,2.5,4.0,4
107972,1.0,4,9.75,0.25,2.3333333333333335,0
107985,1.0,4,12.0,2.0,12.0,0
108007,1.0,3,16.0,6.0,15.0,2
108008,0.0,1,16.0,1.0,2.0,4
108015,0.75,4,21.0,0.0,1.0,1
108031,1.0,8,12.5,3.5,2.5,0
108032,1.0,1,15.0,2.0,22.0,1
108041,0.0,1,14.0,0.0,12.0,4
108047,1.0,4,20.0,4.0,2.5,0
108071,0.0,3,13.0,0.0,0.0,4
108072,1.0,1,17.0,2.0,7.0,1
108094,0.0,1,13.0,6.0,7.0,3
108098,1.0,2,10.0,3.0,9.0,2
108104,0.0,2,14.0,3.0,5.0,3
108122,1.0,1,12.0,1.0,7.0,2
108128,1.0,2,9.0,1.0,3.0,2
108133,0.0,2,10.0,0.0,0.0,4
108138,0.0,1,15.0,0.0,13.0,4
108145,0.0,1,15.0,4.0,25.5,3
108159,0.0,1,11.0,1.0,5.0,4
108170,1.0,7,10.428571428571429,5.428571428571429,4.5,0
108179,0.0,1,9.0,2.0,0.0,4
108196,0.0,1,10.0,0.0,10.0,4
108199,0.6666666666666666,3,11.0,1.0,8.0,2
108213,0.5,2,11.0,6.0,6.0,3
108218,0.0,1,13.0,4.0,3.0,3
108258,1.0,1,9.0,3.0,6.0,2
108268,0.0,2,15.0,4.0,7.0,3
108271,0.0,1,12.0,6.0,3.0,3
108280,0.0,2,9.0,0.0,3.5,4
108281,0.8,5,10.0,2.0,5.0,0
108313,1.0,1,16.0,0.0,7.0,1
108331,0.5,2,13.0,1.0,14.0,4
108332,1.0,2,9.0,0.0,21.0,2
108341,1.0,1,10.0,3.0,5.0,2
108347,1.0,1,10.0,6.0,6.0,2
108350,0.75,4,15.75,3.0,6.666666666666667,0
108351,1.0,1,21.0,0.0,7.0,1
108363,0.5,2,12.0,3.0,2.0,2
108368,1.0,1,8.0,1.0,8.0,2
108373,0.6,5,11.0,2.0,3.5,0
108401,1.0,5,21.0,0.0,6.0,0
108402,0.5,2,18.0,6.0,4.0,3
108407,0.0,5,13.0,3.0,23.0,0
108413,0.0,1,15.0,1.0,18.0,4
108423,1.0,2,17.0,5.0,4.0,2
108426,0.0,1,16.0,0.0,3.0,4
108432,1.0,2,19.0,1.0,30.0,1
108439,1.0,2,11.0,1.0,30.0,2
108451,1.0,2,9.0,5.0,6.0,2
108452,1.0,1,14.0,3.0,16.0,2
108466,1.0,1,20.0,6.0,1.0,2
108515,0.6666666666666666,3,14.0,6.0,12.0,3
108521,0.0,2,13.0,0.0,0.0,4
108539,0.5,4,11.0,3.0,7.0,0
108563,0.0,1,10.0,5.0,5.0,3
108571,1.0,1,21.0,5.0,9.0,2
108593,0.6666666666666666,3,9.0,0.0,9.0,4
108601,1.0,1,15.0,6.0,5.0,2
108603,1.0,3,14.0,0.0,20.0,1
108611,0.0,1,16.0,1.0,8.0,4
108616,1.0,2,21.0,4.0,10.0,1
108630,0.0,1,15.0,3.0,22.0,3
108648,0.6666666666666666,3,7.0,3.0,4.0,2
108650,1.0,1,13.0,6.0,6.0,2
108679,1.0,1,11.0,0.0,9.0,2
108681,0.6666666666666666,3,18.0,6.0,4.0,3
108690,0.5,2,8.0,2.0,8.0,2
108733,0.75,4,14.0,5.0,8.0,0
108735,0.0,3,19.0,5.0,30.0,3
108736,1.0,1,17.0,5.0,17.0,2
108742,1.0,2,12.0,6.0,30.0,2
108755,0.0,1,14.0,4.0,0.0,3
108773,0.0,1,14.0,0.0,30.0,4
108774,1.0,1,11.0,5.0,13.0,2
108825,0.0,1,7.0,3.0,11.0,4
108826,1.0,1,22.0,4.0,27.0,1
108842,1.0,1,11.0,3.0,3.0,2
108851,0.0,1,14.0,0.0,2.0,4
108857,0.0,3,15.0,6.0,5.0,3
108858,1.0,1,14.0,5.0,3.0,2
108888,1.0,4,13.0,4.0,10.0,0
108903,0.5,2,13.0,1.0,3.0,4
108916,0.75,4,12.0,3.0,25.0,0
108924,0.0,2,17.0,0.0,0.0,4
108975,0.5,2,9.0,5.0,3.0,2
108979,1.0,1,13.0,1.0,21.0,2
108982,0.3333333333333333,3,10.0,1.0,30.0,4
108993,0.5,2,18.0,5.0,30.0,3
109021,1.0,3,17.0,0.0,3.5,1
109023,0.5,4,10.0,6.0,7.0,0
109045,0.0,1,15.0,1.0,6.0,4
109052,0.0,2,19.0,2.0,19.0,4
109071,0.6666666666666666,3,9.0,3.0,16.0,2
109073,1.0,1,11.0,4.0,3.0,2
109074,0.3333333333333333,3,12.333333333333334,5.0,5.0,3
109092,0.5,2,17.0,5.0,4.0,3
109097,1.0,1,5.0,3.0,15.0,2
109101,1.0,1,12.0,0.0,8.0,2
109104,1.0,2,9.0,1.0,6.5,2
109137,1.0,2,10.0,2.0,1.0,2
109163,0.0,2,15.0,0.0,30.0,4
109170,0.0,1,12.0,1.0,0.0,4
109172,0.0,1,12.0,1.0,6.0,4
109176,0.0,1,8.0,1.0,0.0,4
109266,0.0,2,15.0,3.0,8.0,3
109271,0.5,2,8.0,0.0,30.0,4
109279,1.0,2,14.0,6.0,6.0,2
109287,1.0,4,10.0,0.0,10.0,0
109329,0.8,5,14.2,1.2,5.0,0
109330,0.5,4,16.0,3.0,5.5,0
109351,1.0,1,16.0,2.0,0.0,1
109355,0.0,1,20.0,3.0,6.0,3
109359,0.8,5,11.0,1.0,15.0,0
109386,0.0,2,15.0,2.0,30.0,4
109411,0.6666666666666666,3,19.0,1.0,4.0,1
109414,0.0,1,17.0,4.0,6.0,3
109423,1.0,2,11.0,5.0,11.0,2
109449,1.0,1,9.0,0.0,11.0,2
109468,1.0,1,13.5,0.5,4.0,2
109478,0.0,1,17.0,3.0,4.0,3
109519,1.0,1,13.0,6.0,11.0,2
109522,1.0,2,11.0,0.0,5.0,2
109546,0.5,2,17.0,0.0,13.0,1
109550,1.0,1,10.0,1.0,1.0,2
109573,1.0,1,14.0,6.0,21.0,2
109606,1.0,1,17.0,4.0,11.0,2
109613,0.0,1,15.0,0.0,30.0,4
109616,0.0,2,9.0,3.0,16.0,4
109632,0.0,1,13.0,5.0,30.0,3
109658,0.5,2,14.0,2.0,6.0,1
109662,0.0,1,15.0,0.0,9.0,4
109664,0.0,2,17.0,5.0,0.0,3
109686,1.0,1,10.0,0.0,14.0,2
109697,0.0,1,12.0,4.0,3.0,3
109709,1.0,3,12.0,2.0,9.0,2
109740,1.0,1,15.0,5.0,5.0,2
109754,1.0,1,11.0,6.0,6.0,2
109756,0.5,2,16.0,3.0,30.0,1
109769,1.0,1,16.0,0.0,7.0,1
109830,0.0,1,13.0,2.0,30.0,4
109841,0.5,2,18.5,5.0,24.5,3
109846,1.0,2,18.0,2.0,12.0,1
109852,0.0,1,12.0,3.0,0.0,3
109857,1.0,1,16.0,6.0,8.0,2
109862,0.0,1,14.0,1.0,14.0,4
109875,1.0,1,16.0,1.0,3.0,1
109879,1.0,1,22.0,5.0,23.0,1
109904,0.0,1,14.0,6.0,3.0,3
109955,1.0,1,18.0,2.0,7.0,1
109963,0.0,1,13.0,2.0,1.0,4
109968,0.0,1,11.0,4.0,0.0,3
109970,1.0,1,16.0,2.0,4.0,1
109988,1.0,3,15.0,4.0,7.0,2
109996,0.0,1,19.0,5.0,0.0,3
109997,0.0,1,9.0,1.0,30.0,4
110016,1.0,1,9.0,3.0,10.0,2
110028,0.3333333333333333,3,12.0,5.0,13.0,3
110031,1.0,1,15.0,5.0,14.0,2
110032,0.0,1,14.0,6.0,7.0,3
110033,1.0,1,12.0,0.0,4.0,2
110050,0.0,1,15.0,2.0,3.0,4
110052,1.0,2,14.5,4.0,4.5,2
110088,0.0,1,10.0,1.0,11.0,4
110118,0.0,1,14.0,3.0,2.0,3
110125,1.0,2,21.0,5.0,4.0,2
110129,1.0,1,10.0,0.0,2.0,2
110141,0.75,4,16.25,2.0,2.3333333333333335,0
110149,0.0,1,9.0,3.0,6.0,4
110176,0.0,1,9.0,5.0,8.0,3
110196,0.0,1,17.0,1.0,14.0,4
110200,0.0,1,16.0,1.0,0.0,4
110201,1.0,1,10.0,5.0,7.0,2
110237,0.5,2,20.0,1.0,9.0,1
110238,1.0,1,14.0,0.0,1.0,1
110242,1.0,2,13.5,3.5,6.5,2
110273,0.0,3,17.0,5.0,9.0,3
110282,1.0,2,13.0,5.0,5.5,2
110299,1.0,2,10.0,4.0,4.5,2
110375,1.0,4,17.4,3.2,17.0,0
110383,1.0,2,11.0,0.0,3.5,2
110388,0.0,1,14.0,1.0,8.0,4
110438,1.0,2,14.0,0.0,6.0,1
110442,0.5,4,12.0,5.0,2.0,0
110445,0.5,2,12.0,3.0,1.0,2
110447,1.0,1,17.0,0.0,3.0,1
110479,1.0,2,10.5,2.5,6.5,2
110484,1.0,3,11.0,6.0,14.0,2
110502,1.0,1,11.0,6.0,9.0,2
110507,1.0,2,10.0,0.0,4.0,2
110512,1.0,1,13.0,3.0,25.0,2
110516,1.0,1,18.0,2.0,30.0,1
110532,1.0,1,14.0,1.0,30.0,1
110541,0.0,1,21.0,6.0,6.0,3
110562,0.5,2,13.0,4.0,30.0,2
110566,0.5,4,15.0,0.0,7.0,0
110573,1.0,1,14.0,6.0,20.0,2
110594,0.5,2,13.0,4.0,6.0,2
110595,1.0,2,11.0,1.0,7.0,2
110617,0.5,2,12.0,6.0,13.0,3
110627,0.0,1,17.0,4.0,26.0,3
110633,0.3333333333333333,3,14.0,2.0,8.0,4
110647,0.0,2,20.0,0.0,0.0,4
110648,1.0,1,11.0,4.0,7.0,2
110659,0.4,5,10.0,6.0,30.0,0
110670,1.0,1,13.0,2.0,10.0,2
110686,0.0,1,7.0,6.0,3.0,3
110703,1.0,2,10.0,6.0,5.0,2
110709,0.5,2,11.0,3.0,14.0,2
110728,0.0,2,12.0,1.0,22.0,4
110741,0.0,1,8.0,5.0,1.5,3
110766,0.0,2,9.0,0.0,30.0,4
110786,0.0,2,20.0,3.0,5.0,3
110788,0.0,1,21.0,4.0,30.0,3
110792,0.0,1,12.0,6.0,0.0,3
110793,0.25,4,18.5,5.0,9.5,0
110823,1.0,2,10.0,6.0,21.0,2
110833,0.6666666666666666,3,16.0,2.0,5.0,1
110835,1.0,1,12.0,1.0,7.0,2
110842,0.8,5,8.8,6.0,7.5,0
110853,0.0,1,15.0,6.0,5.0,3
110864,0.5,2,17.0,3.0,24.0,1
110870,0.5,2,15.0,5.0,30.0,3
110886,0.5,2,13.0,1.0,8.5,4
110898,1.0,1,12.0,6.0,9.0,2
110899,1.0,2,16.0,2.0,5.0,1
110901,1.0,1,16.0,5.0,5.0,2
110922,0.0,1,17.0,0.0,7.0,4
110925,0.0,2,0.0,1.0,0.0,4
110938,1.0,2,23.0,1.0,6.0,1
110939,0.6666666666666666,3,15.0,1.0,30.0,1
110953,1.0,1,8.0,2.0,2.0,2
110979,1.0,1,21.0,1.0,0.0,1
110980,0.6,5,12.4,4.0,7.0,0
110986,1.0,1,11.0,4.0,3.5,2
110987,0.0,1,10.0,5.0,9.0,3
111000,1.0,4,13.0,6.0,6.0,0
111011,0.5,4,14.0,4.0,18.5,0
111019,0.0,1,14.0,0.0,30.0,4
111024,0.5,2,11.0,6.0,5.0,3
111029,0.5,2,15.0,2.0,15.0,1
111037,0.0,2,12.0,0.0,29.0,4
111045,0.0,1,20.0,2.0,5.0,3
111069,0.0,1,18.0,0.0,0.0,4
111072,1.0,3,11.333333333333334,2.0,2.6666666666666665,2
111079,1.0,1,9.0,0.0,6.0,2
111109,0.0,1,12.0,6.0,1.0,3
111114,0.3333333333333333,3,15.666666666666666,1.0,22.0,4
111124,1.0,3,9.0,3.6666666666666665,12.0,2
111128,1.0,1,8.0,4.0,3.0,2
111137,0.0,1,15.0,4.0,30.0,3
111144,0.0,1,9.0,2.0,9.0,4
111158,0.0,2,9.0,3.0,0.0,4
111177,1.0,2,22.0,6.0,15.0,2
111216,0.0,3,15.0,5.0,8.0,3
111235,1.0,6,9.0,1.0,7.0,0
111244,0.0,2,12.0,0.0,8.0,4
111246,0.0,2,22.0,0.0,3.0,1
111255,1.0,1,16.0,6.0,7.0,2
111260,1.0,1,12.0,1.0,15.0,2
111265,1.0,1,15.0,2.0,27.0,1
111267,0.0,1,16.0,5.0,1.0,3
111274,1.0,1,17.0,2.0,5.0,1
111289,0.0,1,7.0,6.0,14.0,3
111299,1.0,1,4.0,0.0,15.0,2
111306,1.0,1,13.0,2.0,28.0,2
111311,0.0,3,14.0,3.0,27.0,4
111313,0.0,1,9.0,2.0,4.0,4
111410,1.0,1,13.0,0.0,21.0,2
111424,0.5,2,14.0,4.0,9.0,3
111437,1.0,1,10.0,1.0,8.0,2
111450,1.0,1,10.0,3.0,1.0,2
111462,0.0,3,16.0,3.0,12.0,3
111484,0.0,1,9.0,5.0,13.5,3
111486,1.0,1,9.0,3.0,30.0,2
111487,0.5,4,13.0,6.0,7.0,0
111489,1.0,2,14.0,5.0,30.0,2
111491,1.0,1,6.0,3.0,11.0,2
111494,0.0,1,8.0,1.0,7.0,4
111497,1.0,1,16.0,0.0,14.0,1
111499,0.0,1,17.0,3.0,0.0,3
111554,1.0,1,12.0,4.0,30.0,2
111567,1.0,2,16.0,0.0,23.0,1
111579,1.0,1,12.0,0.0,4.0,2
111599,0.0,1,22.0,5.0,30.0,3
111608,0.0,1,15.0,5.0,3.0,3
111629,0.3333333333333333,3,19.0,1.0,15.0,1
111637,0.0,2,18.0,2.0,1.0,3
111641,1.0,1,14.0,1.0,7.0,1
111645,1.0,1,10.0,4.0,13.0,2
111670,1.0,1,7.0,0.0,8.0,2
111681,1.0,1,14.0,4.0,11.0,2
111703,1.0,1,4.0,5.0,1.0,2
111739,1.0,1,7.0,4.0,1.0,2
111740,0.5,4,19.0,6.0,30.0,0
111746,0.6666666666666666,3,20.0,0.0,19.0,1
111750,1.0,1,8.0,1.0,5.0,2
111778,0.8571428571428571,7,12.714285714285714,4.285714285714286,11.333333333333334,0
111782,0.0,1,15.0,1.0,2.5,4
111784,0.0,1,20.0,5.0,5.0,3
111785,1.0,1,7.0,4.0,3.0,2
111787,0.0,1,10.0,5.0,30.0,3
111793,0.0,1,14.0,1.0,5.0,4
111814,1.0,1,18.0,0.0,2.0,1
111820,0.0,1,8.0,2.0,7.0,4
111821,0.5,2,7.0,2.0,16.0,4
111826,1.0,1,10.0,4.0,30.0,2
111832,1.0,1,13.0,1.0,14.0,2
111837,0.3333333333333333,3,16.0,6.0,20.0,3
111848,0.0,1,10.0,2.0,30.0,4
111850,1.0,1,9.0,6.0,1.0,2
111851,0.0,1,19.0,5.0,0.0,3
111852,1.0,1,18.0,4.0,8.0,2
111853,0.0,2,11.0,1.0,5.0,4
111871,1.0,1,18.0,2.0,8.0,1
111879,0.0,3,10.0,0.0,7.0,4
111888,0.0,1,0.0,0.0,23.0,4
111891,1.0,1,7.0,3.0,8.0,2
111898,0.3333333333333333,3,17.0,0.0,18.0,1
111903,0.3333333333333333,3,11.0,1.0,14.0,4
111923,1.0,1,12.0,2.0,3.0,2
111924,1.0,2,20.0,2.0,4.0,1
111926,0.0,1,15.0,2.0,0.0,4
111930,1.0,1,20.0,6.0,9.0,2
111936,0.75,4,18.0,6.0,4.0,0
111956,1.0,1,19.0,0.0,12.0,1
111977,0.0,1,16.0,6.0,15.0,3
112007,1.0,6,9.0,6.0,6.0,0
112033,0.0,1,19.0,2.0,10.0,3
112039,0.5,2,16.0,6.0,9.0,3
112044,0.75,4,9.0,3.0,0.5,0
112060,0.0,1,11.0,0.0,7.0,4
112062,0.0,3,15.0,6.0,3.0,3
112070,0.0,2,14.0,0.0,7.0,4
112071,0.0,1,15.0,0.0,0.0,4
112076,0.5,2,13.0,2.0,28.0,4
112079,0.0,1,13.0,0.0,6.0,4
112087,1.0,1,15.0,1.0,20.0,1
112090,1.0,2,17.0,2.0,5.0,1
112100,0.0,2,7.0,4.0,30.0,4
112104,0.0,2,20.0,6.0,30.0,3
112110,1.0,1,13.0,1.0,7.0,2
112113,0.0,2,13.0,0.0,5.0,4
112116,0.0,2,15.0,4.0,0.0,3
112123,0.0,1,12.0,2.0,16.0,4
112134,1.0,1,8.0,2.0,9.0,2
112139,0.6666666666666666,3,10.666666666666666,2.3333333333333335,12.5,2
112164,0.0,2,10.0,3.0,9.0,4
112172,0.5,2,17.0,2.0,19.0,1
112208,0.0,1,1.0,6.0,7.0,3
112211,0.0,1,23.0,6.0,10.0,3
112252,1.0,2,11.0,5.0,21.0,2
112267,1.0,1,9.0,0.0,13.0,2
112295,0.6666666666666666,3,5.0,0.0,2.0,4
112319,0.3333333333333333,3,12.0,6.0,4.5,3
112347,0.0,1,10.0,4.0,3.0,3
112348,0.0,1,19.0,0.0,8.0,4
112377,1.0,2,12.0,3.0,4.333333333333333,2
112383,0.0,1,17.0,2.0,0.0,3
112387,1.0,1,14.0,0.0,30.0,1
112398,1.0,1,17.0,0.0,7.0,1
112434,1.0,3,12.0,1.0,2.0,2
112468,1.0,2,13.0,4.0,28.0,2
112469,0.0,1,11.0,1.0,7.0,4
112497,1.0,1,11.0,1.0,9.0,2
112501,0.0,1,8.0,0.0,30.0,4
112526,0.5,2,12.0,6.0,2.0,3
112532,0.6666666666666666,3,16.0,1.0,6.0,1
112547,0.0,1,15.0,6.0,30.0,3
112549,0.0,1,16.0,3.0,22.0,3
112558,1.0,1,16.0,3.0,10.0,1
112559,0.0,1,16.0,3.0,6.5,3
112588,0.8,5,15.0,3.0,7.0,0
112606,1.0,1,13.0,3.0,30.0,2
112624,0.5,2,16.0,1.0,7.0,1
112626,0.0,2,9.0,1.0,10.0,4
112628,0.0,1,14.0,2.0,0.0,4
112630,0.0,1,10.0,3.0,7.0,4
112641,0.0,1,22.0,0.0,0.0,1
112648,0.0,1,0.0,2.0,0.0,4
112651,0.25,4,16.0,1.5,4.5,0
112654,1.0,1,15.0,2.0,4.5,1
112659,0.75,4,21.0,1.25,4.0,1
112669,1.0,1,10.0,1.0,5.0,2
112691,1.0,1,11.0,4.0,2.0,2
112717,1.0,1,14.0,5.0,11.0,2
112739,0.3333333333333333,6,17.0,1.0,28.0,0
112761,1.0,1,0.0,0.0,18.0,2
112790,0.0,3,14.0,6.0,7.0,3
112801,0.0,1,8.0,1.0,4.0,4
112815,1.0,1,22.0,5.0,7.0,1
